Product_Id, NC 
106029,25.207364
106032,82.47728
106038,142.1664
106044,94.982907
106056,128.293827
106057,153.623226
106065,265.45809
106066,146.783259
106068,162.821157
106070,187.177428
106073,243.525282
106077,162.05648
106086,135.620358
106098,184.295472
106099,207.248193
106158,200.37632
106182,33.86416
106223,20.800255
106296,27.198
106350,4.07
106357,465.4492
106367,511.7
106416,570.2488
106489,26.52398
106492,11.344249
106493,25.741618
106527,162.5
106538,51.26
106540,193.5
106541,262.75
106542,27.45
106543,29.29
106544,131.65
106545,194.63
106547,190.77
106561,1.67
106659,0.01
106661,111.88
106684,30.5888
106686,67.501556
106704,8.08
106724,17.3
106762,21.490732
106773,32.128504
106850,6.79
106900,33
106908,7.23
106995,596.4
106996,617.4
107047,0.01
107155,177.11
107261,2.24
107279,59.45
107341,526.428606
107408,2.24
107443,246.75
107444,19.6875
107475,47.36
107494,2.24
107495,2.24
107497,2.24
107498,2.24
107601,7.08
107602,10.99
107604,17.08
107607,7.7175
107742,4.6
107745,13.016022
107799,5.09
107801,6
107802,6.26
107803,7.61
107816,5.56
107852,0.01
108044,77.724728
108066,0.0095
108084,61.75
108096,438.26
108103,197.39
108105,73.01
108183,39.73
108184,38.5815
108185,62.1665
108197,75.48
108214,43.6305
108223,77.724728
108253,14.66
108323,0.01
108348,64.8
108357,18.69
108373,25.39978
108375,70.69
108392,256.649325
108417,113.46
108592,18.080622
108678,0.01
108735,917.430648
108736,1046.534092
108739,11.97
108740,15.809993
108807,14.62
108808,7.58
108811,509.03424
108831,1036.694841
108840,22.32
108851,73.08
108863,28.0679
108868,46.44
108869,39.564
108871,3.2712
108873,3.42
108877,94.5
108921,863.8344
108922,723.21
108923,744.4
108985,24.39
109191,446.57
109192,55.61363
109330,82
109331,73.156295
109434,163.941932
109435,149.196484
109436,198.30692
109437,177.921954
109438,226.926814
109456,25.989839
109459,147.335818
109470,35.35
109542,49
109677,155
109709,0.13
109728,19.72
109729,57.26
109730,41.28048
109731,0.01
109732,0.01
109733,184.21
109734,550.21024
109735,437.80968
109736,501.72276
109737,424.18992
109758,3.471
109759,3.471
109760,3.9
109761,3.471
109762,3.649
109763,3.649
109801,914.28
109808,82
109817,9.01
109847,12.77496
109855,113.12643
109856,118.14588
109857,140.26
109858,75.41148
109859,61.52
109860,65.35416
109973,14.541195
109974,27
110034,0.1
110062,3.03
110063,1.07
110105,12.42
110118,0.14
110147,0.01
110150,600.855703
110200,4.84
110201,5.99
110231,229.6458
110257,1130.1224
110260,0.24
110261,981.0064
110265,0.73
110289,4.025
110290,3.75
110336,1598.2648
110350,307.053
110351,317.682
110352,386.739
110390,155.618532
110391,160.456275
110392,158.096196
110393,166.910749
110394,127.553517
110395,141.604899
110454,117
110455,179.1
110456,135.45
110457,81.9
110458,142.65
110473,58.909739
110474,37.469599
110475,109.682354
110476,81.312153
110477,98.717495
110479,82.839974
110480,122.850314
110481,136.001392
110482,98.717495
110584,10.52
110585,17.969685
110586,50.28
110590,63.5
110592,24.63
110593,70
110594,19.02
110597,114.42145
110605,0.01
110606,81.6
110609,839.694
110726,63.043127
110804,1.31
110814,31.57
110848,353.394195
110849,84.02
110859,406.843332
110864,152.4649
110870,47.15
110872,188
110877,99.52
110878,180.6665
110880,99.52
110881,201.8177
110882,14.714675
110883,23.97175
110884,49.76
110897,104.52
110916,104.52
110968,242.479825
111014,71.48
111015,63.63
111016,77.3
111017,76.2
111018,83.75
111019,71.48
111020,63.63
111021,63.63
111022,76.2
111023,83.75
111024,41.55
111025,36.99
111026,36.99
111027,44.78
111028,48.56
111123,1098.44
111162,86.478045
111166,87.17107
111167,76.5
111351,9
111355,1.86
111356,61.04
111380,2.85
111397,0.8281
111405,4.6
111406,1.86
111414,0.49855
111430,2.84
111442,16.5152
111443,0.01
111444,118.17102
111447,189.48
111469,4.6
111479,0.01
111537,92.2645
111577,159.3434
111584,152.7034
111637,9.95
111719,1.86
111741,5.39
111772,2.24
111826,2.87
111827,4.46
111828,98.86
111830,0.01
111832,12.16688
111833,13.17
111834,106.029
111835,113.472
111846,649.755
111848,634.88
111851,3.526
111853,7.7
111854,9.98
111857,10.87
111859,508.6528
111871,37.2587
111904,0.62
111907,833.3248
111916,56.97
111919,24.96
111922,19.12
111923,19.12
111940,0.17
111947,37.184
111964,26.596976
111967,10.95
111968,9.31
111973,20.48
111977,22.95
111978,37.95
111986,0.43
111987,0.64
111988,1.14
111989,0.26
111990,0.65
111991,1.09
111992,1.93
111994,0.65
111995,1.25
111996,0.47
111997,0.26
112000,0.65
112001,1.08
112002,1.65
112003,0.53
112004,1.29
112005,1.09
112006,3.87
112049,0.008441
112086,0.37
112228,140.22
112235,0.01
112236,116.32
112238,155.64
112239,167.31
112241,503.469
112242,522.261
112243,577.854
112244,690.606
112391,0.16
112393,0.32
112394,0.51
112400,176
112420,61.070635
112423,34.43928
112425,18.173473
112511,100
112515,200.41
112525,0.01
112528,0.01
112530,74.91
112557,196.320778
112568,12.273214
112585,270.42
112611,0.25
112624,15.35
112692,129.2992
112694,158.08
112711,202.7776
112713,195.33
112717,198.33
112731,188.8
112733,245.12
112735,239.232
112737,263.7248
112739,288.7872
112745,146.25
112752,388.48
112786,2527.05
112965,169.67
112989,168.032
112993,205.6256
112995,228.4096
112997,251.1936
112998,326.3808
113004,236.3315
113005,257.88
113012,194.67
113058,11.39
113067,65.57
113097,6.561
113098,0.906825
113177,227.2
113187,260.48
113188,348.8
113199,395.52
113220,364.8
113226,285.44
113239,454.4
113241,528
113243,632.32
113247,365.44
113249,482.56
113291,38.00125
113354,98.33
113404,4.794764
113462,115.64
113464,212.13
113548,47.74
113550,47.92
113551,84.28
113553,60.79
113554,84.28
113555,50.51
113556,91
113557,0.01
113558,17.6487
113559,41.7143
113560,41.7143
113562,32.8588
113564,0.01
113567,0.0089
113580,28.65
113581,17.3
113602,0.0098
113603,207.8874
113604,10.2018
113614,0.01
113615,184.58
113672,124.59625
113674,41.27
113677,0.01
113837,51.49
113839,419.629
113841,36.41
113842,11.87
113843,0.01
113844,324.38
113845,103.13
113854,551.78
113856,773.59
113858,621.12
113859,551.78
113860,787.66
113864,762.49
113865,613.62
113866,586.11
113867,783.94
113868,787.18
113869,266.76
113870,708.11
113879,469.15
113880,761.98
113881,432.02
113882,447.51
113883,282.69
113884,0.01
113887,776.08
113888,494.54
113889,376.4992
113890,725.63
113891,438.19
113892,460.16
113894,1048.51
113898,1048.51
113902,218.37985
113903,0.01
113904,309.53
113907,764.77
113910,629.51
113913,309.53
113914,668.42
113920,613.62
113923,309.53
113925,586.11
113928,515.96
113929,93.75
113932,205.36
113935,471.93
113936,205.36
113940,586.11
113943,564.89
113946,603.99
113949,773.59
113952,272.11
113953,542.19
113954,246.43
113955,556.71
113956,151.7
113958,430.66
113967,15.38
113969,0.01
113970,0.01
113971,122.343875
113973,185.06
113974,178.49
113975,1.14
113976,1.46
113977,2.05
113978,0.99
113979,93.75
113980,1.2
113981,2.07
113983,1.06
113985,17.27
113986,17.27
113987,17.27
113988,17.27
113989,24.94
113990,93.75
113991,25.39
113993,29.9
113994,17.27
113998,68.29
113999,75.35
114000,82.68
114003,23.95
114004,24.37
114005,25.26
114008,17.27
114011,0.01
114016,24.37
114017,25.26
114022,17.27
114023,17.27
114025,0.81
114026,0.81
114028,0.81
114031,0.81
114032,0.81
114034,37.52
114035,42.56
114036,45.92
114037,0.81
114041,66.08
114042,76.16
114043,78.4
114050,4.26
114052,5.26
114055,16.5184
114060,26.166
114103,1.56
114203,49.14
114217,439.04
114259,158.925418
114260,599.06
114261,699.77
114262,800.48
114266,3.52
114315,281.42
114316,363.0615
114334,10.77
114343,22.64
114344,22.64
114345,22.64
114347,22.64
114348,0.01
114349,0.01
114350,0.01
114351,0.01
114352,60.99
114353,954.630104
114354,1072.272448
114355,1185.143232
114356,963.312472
114357,1080.954816
114358,1193.8256
114378,507
114380,381.16225
114382,25.5
114384,489.5
114385,640.5
114386,72
114392,656.32
114460,46.764
114461,0.00564
114462,20.25
114464,17.6814
114465,21.28536
114466,31.11024
114467,21.6
114468,18.01416
114469,21.28536
114470,0.00564
114471,27.918
114474,371.50624
114588,159.6
114590,164.64
114592,174.72
114594,182.56
114600,225.12
114602,230.16
114604,240.24
114606,247.52
114612,403.2
114615,405.5552
114705,405.44
114710,81.1057
114713,88.32
114714,88.32
114723,108.08
114724,19.61
114725,99.68
114726,74.6176
114765,69.44
114779,59.2384
114784,65.58384
114785,60.43947
114787,11.12321
114841,91.84
114874,89.0424
114881,81.2
114882,26.32
114889,53.5424
114891,8.285208
114895,40.96
114896,44.8
114898,39.872
114901,36.4544
114902,36.4544
114903,36.4544
114904,44.8
114905,40.96
114906,44.8
114911,113.89
114921,258.225
114928,8.4
114938,1.7088
114944,25.2938
114955,0.00855
114956,35.21
114962,16.74
114963,22.87125
114965,5.21
114972,146.78
114974,45.38
114975,85.71
115002,29.24
115003,43.22
115007,3.39
115008,24.48
115010,14.77
115011,16.96
115018,6.8
115019,3.07
115022,3.214266
115023,3.214266
115024,0.009461
115081,2.37
115099,0.4985
115104,61.911941
115106,622.988394
115107,2.81358
115145,6.89
115204,12.43
115224,198.430874
115225,225.419487
115227,136.9
115228,180.04
115231,76.09
115233,139.63255
115234,108.82
115235,156.64756
115237,218.939913
115238,124.975872
115239,128.8364
115242,126.99
115243,172
115244,190.653256
115246,76.09
115247,78.456192
115248,125.241552
115249,135.92964
115251,69.9006
115252,122.09
115255,174.04
115397,28.494
115409,4.95
115425,325.8
115439,20
115467,1.39
115470,1.09
115471,1.35
115473,2.37
115474,1.15
115550,9.59
115643,25.23
115651,17.27532
115659,4.59
115668,4.9997
115696,32.84
115776,87.86
115832,16.69
115843,416.232203
115860,95.7754
115861,165.3456
115889,4.076262
115908,46.433
115915,26.5
115916,83.235
116063,2.69
116072,5.1156
116088,5.1156
116131,2.89
116132,2.89
116133,2.89
116134,2.89
116135,2.89
116136,2.89
116137,2.89
116223,13.609728
116313,3.665824
116321,283.3
116345,1384.688
116495,72.1
116497,24.48
116527,168.01
116528,146.91
116529,198.54
116530,227.06
116531,98.1
116532,161.88
116533,161.88
116536,168.1
116537,168.1
116539,174.34
116540,174.34
116542,180.55
116543,180.55
116545,103.7
116546,199.24
116547,199.24
116550,224.15
116552,224.15
116557,213.47
116558,213.47
116559,207.25
116560,213.47
116562,213.47
116563,0.01
116587,240.83745
116601,144.3
116708,4.482575
116911,387.76
116984,982.66
116986,399.26
116987,26.6524
116988,170.63
116989,1065.645
116990,710.43
116991,167.05
117009,10.08
117029,3.12018
117030,6.7643
117031,16.4611
117032,32.52338
117100,1.95
117116,193.9
117136,188.0816
117141,208.23
117142,156.63
117143,148.31
117145,215.65
117146,211.94
117147,55.13
117148,41.13
117149,61.69
117152,97.13
117153,28.88
117154,28.29
117165,448.191524
117166,568.17126
117167,561.83
117359,26.4825
117387,74.784875
117402,733.990674
117403,500.01
117404,727.19
117405,696.25465
117407,776.9775
117408,876.265
117409,823.875
117410,1621.1325
117411,1679.4375
117412,81.96
117413,131.2
117415,121.18145
117416,38.59
117417,23.56
117419,11.33145
117421,0.01
117422,394.83
117423,30.47
117424,43.25555
117425,0.01
117428,332.83705
117429,0.01
117430,153.58
117431,10.97
117432,144.9175
117434,120.24
117435,72.67
117546,25.49184
117548,24.16992
117551,860.625
117552,901.935
117553,1005.21
117736,292.4418
117762,5.48
117772,0.828
117833,8.41
117862,68.3
117864,12.4
117866,32.12
117870,11.79
117871,3.94
117890,502.87
117891,0.00794
117892,239.52
117893,661.58
117904,259.9556
117912,335.54
117915,126.7875
117917,376.54656
117919,468.10581
117920,532.56
117928,601.19
117957,49.1648
117958,7.1392
117959,22.1996
117964,6.1548
117965,3.3304
118019,105.84
118108,38.9712
118109,5.1612
118110,14.1312
118111,26.12
118112,9.8992
118114,4.4804
118115,4.4804
118116,2.53
118156,75.13
118157,13.63
118159,35.33
118162,27.73
118163,27.73
118166,12.98
118167,12.98
118182,3.94
118196,41.35
118197,7.76
118198,6.89
118201,15.4652
118203,13.36
118205,3.24
118209,70.2
118230,35.512
118231,38.6
118236,45.81
118264,66.67
118265,7.04
118272,7
118275,51.22
118276,100.74
118277,7.58
118282,27
118285,103.645295
118289,7.81
118385,273.35
118423,0.00735
118486,103.93
118489,32.338488
118527,24.738
118528,53.4533
118529,50.526
118530,139
118532,9.624
118533,29.3131
118534,17.243
118553,6.65
118554,29.4336
118611,799.291398
118612,1007.196696
118619,46.4
118624,32.13
118630,2.24
118653,2.24
118699,747.88623
118701,22.32
118703,52.45605
118704,16.79
118724,52.55991
118725,75.38994
118726,0.00819
118727,70.59636
118728,41.3991
118729,39.65598
118730,70.16058
118731,10.16013
118732,30.94038
118733,0.00807
118739,2.24
118752,74.95
118760,60.18
118773,0.01
118774,2.33
118776,9.95
118782,976.95234
118792,864.17604
118793,1.53
118794,886.28904
118799,956.60838
118800,1005.25698
118828,714.69216
118870,2.24
118888,241
118927,45.510339
118928,0.01
118938,815.52744
118958,245.118199
118960,841.62078
118961,880.53966
118962,691.69464
118964,712.92312
118965,779.70438
119013,804.47094
119014,823.48812
119021,6.64
119028,0.01
119030,0.01
119056,411.96
119105,0.53
119106,0.01
119108,597.93552
119113,634.20084
119114,686.82978
119137,715.57668
119143,723.97962
119212,632.87406
119214,666.92808
119228,718.6725
119233,754.0533
119236,780.14664
119237,0.008153
119240,670.896
119243,784.546884
119244,0.008153
119246,603.599202
119248,6.5
119260,19.961732
119261,23.193709
119279,13.60702
119284,73.894743
119285,78.499317
119286,87.737364
119296,99.855678
119297,167.40992
119303,87.737364
119332,132.68
119336,29.660007
119337,16.93648
119338,67.77594
119339,80.476636
119342,146.146336
119343,0.00963
119344,87.96
119345,91.59081
119346,0.009632
119347,127.938776
119348,80.801604
119349,92.28
119350,92.351571
119352,0.009631
119353,0.009631
119354,0.009631
119355,59.534811
119356,62.944763
119357,68.043297
119358,78.256759
119359,82.494608
119365,604.8
119373,644.543568
119380,707.6808
119381,17.49
119400,503.4744
119408,2.3318
119426,0.381375
119427,0.1695
119428,0.1445
119429,0.1695
119431,0.008675
119436,582.2523
119442,768.64
119484,456.3246
119511,617.39835
119565,190.85
119566,18.23
119567,317.98
119568,84.8
119569,56.55
119570,44.02
119611,1485.83808
119617,58.8672
119619,7.315
119620,6.308
119621,30.6432
119622,80.3035
119656,36.87
119670,144.491
119671,137.55
119673,0.01
119737,1614.792348
119745,4.4
119746,5.55
119747,15.27
119748,44.39
119749,8.09
119750,1.18
119752,0
119753,2.06
119754,8.7
119755,6.3
119756,8.16
119763,13.81
119796,2.24
119797,2.24
119815,912.33108
119817,317.7066
119856,412.6497
119859,1.25
119860,0.01
119861,88.5
119876,13.45
119882,1.37
119893,117.31
119898,69.9542
119916,349.664245
119917,4.48
119926,0.92
119927,0.92
119930,2.23
119935,8.24
119976,3.224462
119981,3870.9
119991,5.99
119992,6.85
120052,145
120070,13.45
120173,10.19
120191,106.63
120255,13.45
120257,6.26
120264,399.39
120265,399.39
120267,357.393575
120269,4.77144
120378,7.25
120379,20.1
120380,36.5
120393,9.82
120448,97.43175
120459,137.77
120497,2.043
120499,85.69
120502,82.76
120505,121.34
120515,13.45
120527,0.01
120533,14.14
120547,13.45
120559,1102.984168
120560,824.219184
120561,1271.699019
120579,0.01
120612,19.91
120617,18.95
120620,18.4573
120627,11.7234
120628,18.95
120636,18.95
120638,18.95
120647,18.95
120649,18.95
120689,18.95
120692,18.95
120693,18.95
120705,18.95
120716,80.5
120727,190
120729,0.01
120732,209.1
120733,2
120734,10.5
120735,54.612
120742,0.01
120743,438.60924
120746,281.79
120748,381.72
120749,226.26
120751,177.67
120752,123.1
120753,219.98
120754,445.94
120755,366.59
120756,680.12
120757,805.07
120764,18.95
120767,23.331798
120768,51.08
120822,499.35
120823,167.586396
120825,165.178737
120826,172.410045
120829,184.473333
120832,207.366921
120833,183.098718
120834,265.050765
120835,273.715005
120837,351.56
120838,345.894789
120839,142.401783
120840,141.660324
120842,163.329255
120844,239.691201
120845,265.42566
120846,291.909909
120847,271.8
120848,250.896396
120849,275.297895
120857,229.16
120863,566.19
120869,170.968782
120870,241.51
120871,287.569458
120872,370.22
120874,232.126653
120878,214.598229
120879,335.74
120881,369.75
120882,402.39
120883,374.81169
120884,490.05
120885,0.01
120886,230.47
120887,262.96
120889,312.620775
120890,255.07
120891,247.422369
120892,328.09
120893,299.224527
120919,13.882155
120941,41.6385
120954,41.6385
121020,140.97
121068,26.39
121080,41.62
121084,18.27
121090,25.38
121140,137.5
121141,102.71205
121155,109.3851
121156,72.4482
121157,83.3841
121158,53.6035
121159,68.072835
121160,102.9
121161,0.00453
121162,41.51472
121304,143.75
121307,0.01
121508,7.23
121546,121.4702
121548,147.83865
121549,157.37345
121550,143.78045
121551,173.4979
121552,194.7542
121669,673.1994
121670,33.253012
121671,31.4755
121673,42.05
121755,75.42
121779,122.23
121797,635.9626
121817,1047.6477
121818,1182.66184
121819,941.34394
121820,72.92197
121821,40.11
121822,77.84
121823,16.17451
121853,193.35
121947,100.5433
122259,0.92
122363,0.01
122371,0.97
122377,2.26
122378,1.39
122379,1.69
122608,0.01
122609,0.01
122611,11.42
122613,2.01
122614,12.83
122615,7.13
122616,12.28
122618,5.39
122619,10.11
122621,7.96
122622,14.48
122623,6.65
122624,2.54
122625,11.51
122748,228.16
122749,271.73
122750,136.78
122751,0.01
122753,1655.83
122754,1325.1116
122755,1678.82
122756,1824.68
122757,723.21
122758,744.4
122759,875.72
122763,107.067
122775,99.43
122786,2.24
122798,142.31475
122800,107.17
122839,173.7
122860,72.6596
122903,15.36
122910,2.2908
122911,15.36
122982,6.99
122983,7.37
122984,3.2
123024,0.009356
123091,336.872136
123123,68.61
123196,26.55
123199,0
123215,63.83
123324,6.89
123345,0.393665
123349,0.01
123351,0.43
123355,0.4171
123357,0.43
123358,0.393665
123359,0.43
123365,0.01
123378,12.97275
123401,21.1266
123402,21.78
123403,21.78
123404,21.1266
123406,21.1266
123407,21.1266
123589,112.3
123592,122.18
123594,112.3
123596,0.01
123602,59.190325
123603,69.48965
123621,98.434
123675,88.91
123676,33.77575
123680,8.12394
123681,20.67472
123683,14.56598
123684,27.25404
123686,122.77
123688,29.71034
123690,122.77
123697,10.05026
123699,4.56412
123700,4.8158
123701,20.18
123702,3.93976
123706,122.18
123710,4.39472
123713,2.92336
123717,12.4025
123718,4.18676
123744,150.3566
123764,2.05
123837,23.54
123958,2597.96
123959,74.31
124144,778.869
124325,0.0097
124328,152.5325
124344,62.78657
124349,161.0782
124359,218.0075
124363,83.4588
124427,152.5325
124436,0.0097
124442,83.4588
124449,145.2672
124450,0.0097
124452,0.0097
124480,0.0097
124497,11.0192
124498,7.5466
124503,128.770686
124509,11.0192
124541,28.9739
124544,28.9739
124549,0.0097
124553,21.2527
124565,183.45312
124569,134.079075
124606,28.9739
124610,114.098
124623,0.87
124626,0.9
124632,1.83
124638,0.99
124641,22.797
124650,1.06
124654,1.35
124686,210.96
124688,210.96
124689,210.96
124690,235.25
124695,235.25
124697,235.25
124699,259.58
124700,259.58
124702,259.58
124703,163.14
124707,163.14
124709,163.14
124711,188.24
124713,188.24
124721,205.5
124722,239.22
124723,1.17
124724,239.22
124726,239.22
124728,260.4
124729,260.4
124738,136.62
124744,1.28
124747,0.01
124748,124.37
124752,141.76
124754,158.11
124756,177.09
124758,196.55
124762,265.06
124766,0.01
124768,0.01
124770,199.91
124778,0.01
124781,123.47
124782,147.4
124783,0.01
124784,0.01
124785,220.47
124808,124.04
124809,0.01
124811,200.85
124814,229.94
124816,259.57
124820,336.51
124822,356.99
124824,132.5
124825,161.96
124826,192.3
124827,0.01
124828,0.01
124829,290.91
124830,323.55
124840,197.58
124842,262.04964
124844,119.69
124845,144.68
124846,3.36
124847,169.35
124848,194.09
124849,220.93
124852,310.46
124853,337.92
124856,135.46
124857,163.29
124858,0.01
124859,223.13
124860,256.53
124864,0.01
124867,325.98
124868,370.37
124870,143.4
124873,0.01
124874,213.32
124875,0.01
124876,0.01
124878,0.01
124879,364.27
124881,405.94392
124882,444.02832
124890,151.08
124892,254.74
124893,342.81
124902,299.23
124906,341.75
124912,2.67
124915,0.01
124918,291.25
124920,334.83
124927,228.38
124928,274.96256
124929,327.87
124930,376.62
124933,432.39
124934,484.09
124935,542.69
124936,594.87
124937,646.5
124940,96.04
124948,92.19
124949,107.81
124950,122.9
124951,137.07
124957,208.28
124959,100.52
124963,136.25
124967,193.25
124970,264.69
124972,127.79
124974,170.66
124976,215.86
124977,238.44
124984,158.21424
124986,98.683731
124989,166.355228
124991,166.71
124992,194.55
124993,220.67
124994,252.23
124997,62.44
124999,105.95
125000,135.62
125002,229.29
125005,103.77
125006,223.12
125007,125.42
125008,146.8
125009,168.27
125010,191.52
